sample_id,target_state,protocol,hippocampus,amygdala,pfc,sensory,insula,motor,cue_strength,stimulation_strength,feedback_strength,similarity_to_target,reconstruction_error,safety_risk
S00385,grief,neurofeedback,0.4607,0.5965,0.4486,0.5050,0.6881,0.2163,0.2638,0.7088,0.3409,0.9811,0.1920,0.3720
S00386,grief,dbs,0.5349,0.4950,0.4308,0.5054,0.5785,0.2486,0.1507,0.3271,0.5390,0.9776,0.2203,0.6248
S00387,grief,mimo,0.6943,0.5316,0.4516,0.4901,0.5061,0.4004,0.8135,0.3947,0.2141,0.9602,0.2185,0.4428
S00388,grief,cue,0.5980,0.6010,0.2798,0.4176,0.6428,0.2219,0.5331,0.1992,0.4274,0.9965,0.1804,0.4827
S00389,grief,neurofeedback,0.5805,0.5946,0.3130,0.5677,0.5384,0.2517,0.5747,0.5381,0.8235,0.9902,0.1869,0.3642
S00390,grief,dbs,0.5568,0.7885,0.4220,0.5384,0.6728,0.2208,0.2331,0.6745,0.7194,0.9940,0.1203,0.8704
S00391,grief,mimo,0.5900,0.5362,0.3736,0.4582,0.4893,0.4454,0.5500,0.1408,0.4036,0.9614,0.2364,0.4584
S00392,grief,cue,0.6910,0.6068,0.3065,0.5959,0.6916,0.3161,0.6908,0.7054,0.4150,0.9888,0.1384,0.4917
S00393,grief,neurofeedback,0.6036,0.5614,0.4651,0.5515,0.4916,0.1839,0.8201,0.2037,0.5908,0.9747,0.2110,0.3185
S00394,grief,dbs,0.5545,0.6538,0.2974,0.4908,0.6300,0.4375,0.5307,0.3873,0.6872,0.9808,0.1801,0.7990
S00395,grief,mimo,0.6893,0.5262,0.4173,0.5090,0.7060,0.3761,0.3277,0.3308,0.9320,0.9738,0.1776,0.5031
S00396,grief,cue,0.5979,0.6743,0.5177,0.4038,0.6516,0.3943,0.5697,0.1716,0.3162,0.9719,0.1817,0.4695
S00397,grief,neurofeedback,0.5742,0.5824,0.2386,0.5746,0.6459,0.2862,0.7042,0.2022,0.2988,0.9896,0.1750,0.3929
S00398,grief,dbs,0.6943,0.6888,0.3708,0.5692,0.5652,0.1962,0.7674,0.4035,0.6731,0.9920,0.1411,0.7753
S00399,grief,mimo,0.7125,0.5287,0.3627,0.5578,0.6798,0.2244,0.7947,0.4968,0.5308,0.9832,0.1655,0.5097
S00400,grief,cue,0.6049,0.6028,0.4564,0.5166,0.6430,0.1987,0.4356,0.6673,0.4348,0.9873,0.1665,0.4483
S00401,grief,neurofeedback,0.4811,0.6340,0.4487,0.3806,0.6015,0.2793,0.3409,0.5313,0.7007,0.9805,0.2091,0.3685
S00402,grief,dbs,0.6532,0.6933,0.3734,0.4738,0.6741,0.2031,0.2507,0.6582,0.6407,0.9971,0.1285,0.8195
S00403,grief,mimo,0.6888,0.7129,0.3319,0.5742,0.4980,0.3748,0.3901,0.6102,0.8618,0.9806,0.1644,0.5598
S00404,grief,cue,0.5161,0.6656,0.4328,0.4249,0.4824,0.4028,0.1629,0.5345,0.7772,0.9678,0.2218,0.4421
S00405,grief,neurofeedback,0.6283,0.7211,0.3262,0.5171,0.5355,0.3886,0.7036,0.5894,0.8861,0.9847,0.1639,0.4067
S00406,grief,dbs,0.5478,0.4926,0.2878,0.3930,0.5026,0.4398,0.2935,0.4621,0.2293,0.9617,0.2596,0.6397
S00407,grief,mimo,0.7280,0.5231,0.3253,0.5017,0.5021,0.2474,0.3932,0.4736,0.5017,0.9768,0.2079,0.4665
S00408,grief,cue,0.5827,0.4626,0.2798,0.5673,0.5052,0.4797,0.6638,0.4543,0.1825,0.9477,0.2529,0.3888
S00409,grief,neurofeedback,0.6020,0.7382,0.3637,0.4805,0.6151,0.3663,0.7728,0.4054,0.6933,0.9901,0.1450,0.4222
S00410,grief,dbs,0.6424,0.6886,0.4633,0.4918,0.6929,0.3488,0.8823,0.1588,0.9302,0.9869,0.1364,0.7946
S00411,grief,mimo,0.6181,0.5912,0.3063,0.5718,0.4732,0.2403,0.4202,0.4055,0.6325,0.9847,0.2004,0.4973
S00412,grief,cue,0.6795,0.4894,0.3940,0.5056,0.4735,0.3893,0.6425,0.7032,0.4561,0.9582,0.2341,0.3702
S00413,grief,neurofeedback,0.6671,0.5277,0.3779,0.5905,0.5790,0.2485,0.3749,0.6358,0.5873,0.9803,0.1855,0.3377
S00414,grief,dbs,0.6424,0.6266,0.2639,0.5326,0.6251,0.3793,0.6648,0.4149,0.2576,0.9867,0.1634,0.7888
S00415,grief,mimo,0.7308,0.5685,0.2596,0.5001,0.6817,0.2715,0.8767,0.4902,0.4322,0.9869,0.1606,0.5541
S00416,grief,cue,0.5428,0.6266,0.3743,0.6010,0.4554,0.2419,0.3859,0.3308,0.6790,0.9793,0.2064,0.4301
S00417,grief,neurofeedback,0.6720,0.7366,0.3427,0.5314,0.6184,0.3828,0.8211,0.2800,0.7068,0.9901,0.1297,0.4257
S00418,grief,dbs,0.6497,0.7269,0.4207,0.5807,0.6048,0.2435,0.5919,0.3380,0.4988,0.9929,0.1250,0.8014
S00419,grief,mimo,0.6022,0.6888,0.3340,0.4987,0.6471,0.3692,0.7753,0.1768,0.4195,0.9909,0.1466,0.5883
S00420,grief,cue,0.6062,0.4816,0.3815,0.5939,0.5876,0.2242,0.6000,0.3919,0.7608,0.9765,0.2060,0.3966
S00421,grief,neurofeedback,0.6436,0.6294,0.3356,0.4849,0.5243,0.3645,0.7153,0.3802,0.6029,0.9834,0.1854,0.3702
S00422,grief,dbs,0.5795,0.6978,0.3245,0.4177,0.5765,0.2352,0.4300,0.6142,0.6668,0.9968,0.1709,0.8008
S00423,grief,mimo,0.6655,0.5933,0.2712,0.5763,0.6789,0.2922,0.2275,0.2019,0.3567,0.9899,0.1497,0.5632
S00424,grief,cue,0.5382,0.7020,0.4323,0.4127,0.4711,0.3777,0.4256,0.3381,0.6759,0.9707,0.2140,0.4555
S00425,grief,neurofeedback,0.6692,0.5428,0.4018,0.5355,0.6243,0.2362,0.8077,0.2628,0.2478,0.9845,0.1748,0.3480
S00426,grief,dbs,0.7009,0.5995,0.3313,0.5210,0.7414,0.4256,0.5716,0.4142,0.4498,0.9798,0.1535,0.7927
S00427,grief,mimo,0.7309,0.6677,0.4146,0.5057,0.6249,0.2379,0.5847,0.6249,0.6798,0.9908,0.1348,0.5530
S00428,grief,cue,0.7208,0.4979,0.2161,0.5582,0.4976,0.2117,0.4108,0.6659,0.4644,0.9727,0.2210,0.4153
S00429,grief,neurofeedback,0.6706,0.5969,0.3617,0.5521,0.6376,0.4185,0.1271,0.6399,0.8086,0.9792,0.1664,0.3764
S00430,grief,dbs,0.5785,0.6143,0.3838,0.5550,0.7061,0.2197,0.7507,0.5627,0.5126,0.9919,0.1490,0.7728
S00431,grief,mimo,0.7287,0.7065,0.4184,0.5346,0.6222,0.3632,0.8757,0.6184,0.7605,0.9873,0.1298,0.5710
S00432,grief,cue,0.7106,0.5258,0.4784,0.6132,0.6269,0.3528,0.2455,0.6458,0.9058,0.9677,0.1846,0.4061
S00433,grief,neurofeedback,0.5084,0.6950,0.2701,0.5490,0.5311,0.4795,0.4431,0.2761,0.2212,0.9678,0.2060,0.4056
S00434,grief,dbs,0.5676,0.7261,0.3859,0.6162,0.5532,0.3775,0.7257,0.2928,0.5453,0.9815,0.1609,0.7921
S00435,grief,mimo,0.6785,0.4890,0.2721,0.5248,0.6466,0.3550,0.8259,0.3418,0.6974,0.9749,0.1973,0.5013
S00436,grief,cue,0.6891,0.7283,0.4790,0.5357,0.6113,0.2021,0.3663,0.2609,0.8766,0.9894,0.1301,0.4914
S00437,grief,neurofeedback,0.5970,0.7124,0.4623,0.4253,0.5476,0.3045,0.5476,0.4683,0.3582,0.9826,0.1767,0.3839
S00438,grief,dbs,0.6810,0.7590,0.4102,0.4750,0.6278,0.4017,0.6983,0.6757,0.3763,0.9860,0.1352,0.8362
S00439,grief,mimo,0.6156,0.4339,0.2727,0.5759,0.5212,0.4719,0.7386,0.1519,0.2689,0.9451,0.2537,0.4387
S00440,grief,cue,0.6224,0.6779,0.2286,0.4797,0.5606,0.2411,0.7767,0.6401,0.2489,0.9965,0.1696,0.5071
S00441,grief,neurofeedback,0.5928,0.6641,0.2582,0.5301,0.6322,0.2902,0.4331,0.1661,0.7646,0.9959,0.1522,0.4163
S00442,grief,dbs,0.6508,0.5638,0.4684,0.5480,0.7195,0.2617,0.6276,0.3924,0.9142,0.9814,0.1592,0.7153
S00443,grief,mimo,0.5876,0.6933,0.3263,0.4989,0.4608,0.4467,0.6149,0.3139,0.1944,0.9694,0.2065,0.5409
S00444,grief,cue,0.6234,0.5368,0.4300,0.4997,0.6240,0.1882,0.7020,0.5124,0.2465,0.9840,0.1880,0.4200
S00445,grief,neurofeedback,0.6545,0.6380,0.3625,0.4914,0.4718,0.2643,0.5504,0.3738,0.7552,0.9852,0.1905,0.3587
S00446,grief,dbs,0.6651,0.6143,0.2670,0.4211,0.6897,0.4149,0.5197,0.2944,0.4999,0.9801,0.1746,0.8039
S00447,grief,mimo,0.6303,0.5089,0.2931,0.4406,0.5787,0.2103,0.4399,0.1767,0.6787,0.9896,0.2106,0.4878
S00448,grief,cue,0.6321,0.6264,0.2629,0.5841,0.6653,0.2273,0.3381,0.4723,0.5140,0.9945,0.1451,0.5027
S00449,grief,neurofeedback,0.4604,0.5633,0.4649,0.6043,0.5356,0.3033,0.1047,0.1900,0.2874,0.9658,0.2229,0.3278
S00450,grief,dbs,0.4340,0.4024,0.4831,0.5475,0.4491,0.3801,0.3421,0.1951,0.1611,0.9268,0.2969,0.4932
S00451,grief,mimo,0.5792,0.4520,0.3865,0.5920,0.5347,0.4230,0.4707,0.4044,0.1675,0.9527,0.2402,0.4254
S00452,grief,cue,0.6801,0.6864,0.3658,0.5378,0.5624,0.2905,0.6043,0.5479,0.9336,0.9912,0.1454,0.4838
S00453,grief,neurofeedback,0.5987,0.5019,0.4586,0.5005,0.5843,0.3166,0.6714,0.4370,0.4876,0.9716,0.2115,0.3164
S00454,grief,dbs,0.6511,0.5608,0.4064,0.5579,0.5870,0.1809,0.3751,0.2593,0.3258,0.9851,0.1789,0.6821
S00455,grief,mimo,0.7047,0.5947,0.3718,0.5927,0.5391,0.2358,0.7368,0.5999,0.8256,0.9833,0.1714,0.5022
S00456,grief,cue,0.4946,0.4827,0.4550,0.5828,0.4131,0.1936,0.1376,0.1309,0.8547,0.9556,0.2658,0.3406
S00457,grief,neurofeedback,0.5364,0.4835,0.4095,0.5032,0.6171,0.3706,0.3842,0.1480,0.8522,0.9687,0.2219,0.3241
S00458,grief,dbs,0.6956,0.6536,0.2721,0.5522,0.7263,0.3953,0.5885,0.5893,0.9079,0.9870,0.1336,0.8440
S00459,grief,mimo,0.6862,0.5667,0.3422,0.5756,0.4845,0.3942,0.6177,0.3208,0.2602,0.9682,0.2050,0.4798
S00460,grief,cue,0.6239,0.5131,0.4352,0.5109,0.5563,0.2995,0.6320,0.2110,0.7528,0.9751,0.2073,0.3922
S00461,grief,neurofeedback,0.5822,0.7180,0.3149,0.4535,0.6545,0.3402,0.7450,0.6862,0.2178,0.9933,0.1472,0.4306
S00462,grief,dbs,0.6271,0.6450,0.3190,0.5416,0.6759,0.1676,0.5158,0.2974,0.4716,0.9969,0.1403,0.8035
S00463,grief,mimo,0.7034,0.7165,0.4095,0.5105,0.5469,0.2771,0.5355,0.5930,0.6716,0.9886,0.1453,0.5573
S00464,grief,cue,0.5683,0.6602,0.2455,0.3360,0.6282,0.3463,0.3271,0.1757,0.5914,0.9855,0.1975,0.5122
S00465,grief,neurofeedback,0.4928,0.6304,0.3003,0.4395,0.6458,0.2874,0.3984,0.4962,0.4336,0.9932,0.1880,0.4000
S00466,grief,dbs,0.5707,0.7262,0.3870,0.5268,0.6536,0.3206,0.5266,0.4773,0.4303,0.9930,0.1342,0.8304
S00467,grief,mimo,0.6251,0.6893,0.3423,0.5388,0.5284,0.3147,0.6693,0.6171,0.2156,0.9894,0.1627,0.5539
S00468,grief,cue,0.6931,0.6544,0.2591,0.4676,0.6046,0.2045,0.4521,0.6786,0.5416,0.9955,0.1564,0.5012
S00469,grief,neurofeedback,0.6483,0.6378,0.3012,0.5666,0.5300,0.2085,0.8553,0.3416,0.9115,0.9917,0.1700,0.3799
S00470,grief,dbs,0.6874,0.5486,0.4227,0.5051,0.5190,0.2545,0.5717,0.1492,0.8654,0.9776,0.1985,0.6422
S00471,grief,mimo,0.6882,0.6301,0.3416,0.5176,0.5738,0.4070,0.4802,0.5520,0.6346,0.9805,0.1703,0.5367
S00472,grief,cue,0.6787,0.6468,0.4588,0.5817,0.6238,0.4028,0.5328,0.6948,0.8620,0.9788,0.1548,0.4625
S00473,grief,neurofeedback,0.5541,0.5707,0.4824,0.4442,0.6883,0.2082,0.5615,0.1517,0.6062,0.9801,0.1897,0.3574
S00474,grief,dbs,0.5799,0.7536,0.2508,0.5196,0.6147,0.4156,0.7455,0.4841,0.4714,0.9854,0.1557,0.8783
S00475,grief,mimo,0.5685,0.4538,0.3785,0.4555,0.3692,0.1928,0.3044,0.1738,0.3954,0.9662,0.2798,0.3825
S00476,grief,cue,0.5673,0.5732,0.4155,0.4578,0.4417,0.2058,0.1968,0.2415,0.7517,0.9804,0.2304,0.3951
S00477,grief,neurofeedback,0.5217,0.6367,0.4406,0.4480,0.6046,0.1921,0.3153,0.6981,0.6901,0.9887,0.1879,0.3714
S00478,grief,dbs,0.6433,0.5735,0.3334,0.5783,0.5904,0.4168,0.5300,0.3743,0.8792,0.9756,0.1840,0.7158
S00479,grief,mimo,0.6594,0.4866,0.3989,0.5326,0.5106,0.2834,0.3811,0.4993,0.6181,0.9712,0.2187,0.4334
